0.602 0.0
0.602 1.007
0.601 2.009
1.523 3.015
3.299 4.021
2.445 5.025
1.522 6.030
0.015 7.033
0.838 8.035
2.718 9.044
3.263 10.05
2.078 11.07
0.597 12.07
0.194 13.08
2.458 14.08
3.299 15.09
2.178 16.10
3.299 17.10
3.290 18.10
1.545 19.12
3.169 20.12
2.348 21.13
3.285 22.14
0.558 23.15
0.323 24.15
3.299 25.16
0.270 26.17
0.257 27.17
0.477 28.18
2.508 29.19
